"","ClassA","lon","lat"
"5308",5,-111.4378135,36.1121623
"5309",3,-111.3271696,36.12655244
"5310",3,-111.2164837,36.1408398
"5311",3,-111.1057562,36.15502433
"5312",3,-110.9949873,36.16910599
"5313",5,-110.8841773,36.18308471
"5314",3,-110.7733265,36.19696044
"5315",4,-110.6624352,36.21073313
"5316",4,-110.5515036,36.22440273
"5317",2,-110.440532,36.23796919
"5318",3,-110.3295207,36.25143244
"5319",5,-110.21847,36.26479245
"5320",3,-110.1073801,36.27804916
"5321",3,-109.9962514,36.29120251
"5322",4,-109.8850841,36.30425246
"5323",4,-109.7738786,36.31719896
"5324",3,-109.662635,36.33004196
"5325",4,-109.5513538,36.34278141
"5326",2,-109.440035,36.35541725
"5384",3,-114.6487518,35.73800576
"5385",4,-114.5393202,35.75537005
"5386",3,-114.4298388,35.77263317
"5387",4,-114.3203078,35.78979507
"5388",3,-114.2107276,35.80685568
"5389",4,-114.1010983,35.82381495
"5390",3,-113.9914202,35.8406728
"5391",4,-113.8816935,35.85742918
"5392",3,-113.7719186,35.87408402
"5393",4,-113.6620957,35.89063727
"5394",4,-113.5522251,35.90708886
"5395",2,-113.4423069,35.92343874
"5396",4,-113.3323416,35.93968683
"5397",2,-113.2223292,35.95583308
"5398",2,-113.1122702,35.97187744
"5399",4,-113.0021648,35.98781983
"5400",5,-112.8920132,36.00366021
"5401",3,-112.7818157,36.01939851
"5402",2,-112.6715726,36.03503467
"5403",3,-112.5612842,36.05056863
"5404",3,-112.4509506,36.06600035
"5405",1,-112.3405723,36.08132975
"5406",3,-112.2301494,36.09655678
"5407",4,-112.1196822,36.11168138
"5408",3,-112.009171,36.1267035
"5409",4,-111.8986161,36.14162308
"5410",3,-111.7880177,36.15644007
"5411",3,-111.6773762,36.17115439
"5412",3,-111.5666917,36.18576601
"5413",3,-111.4559647,36.20027487
"5414",3,-111.3451952,36.21468091
"5415",3,-111.2343837,36.22898407
"5416",3,-111.1235304,36.2431843
"5417",6,-111.0126355,36.25728155
"5418",3,-110.9016995,36.27127576
"5419",3,-110.7907224,36.28516688
"5420",2,-110.6797047,36.29895486
"5421",3,-110.5686466,36.31263963
"5422",3,-110.4575483,36.32622116
"5423",6,-110.3464102,36.33969939
"5424",6,-110.2352326,36.35307426
"5425",3,-110.1240156,36.36634573
"5426",3,-110.0127597,36.37951374
"5427",3,-109.9014651,36.39257824
"5428",2,-109.7901321,36.40553919
"5429",3,-109.6787609,36.41839652
"5430",5,-109.5673519,36.4311502
"5431",3,-109.4559053,36.44380017
"5489",4,-114.670526,35.82560387
"5490",5,-114.5609733,35.84298697
"5491",6,-114.4513705,35.86026881
"5492",3,-114.341718,35.87744934
"5493",5,-114.2320161,35.89452848
"5494",3,-114.1222649,35.91150619
"5495",3,-114.0124647,35.92838238
"5496",3,-113.9026159,35.94515701
"5497",5,-113.7927186,35.96183001
"5498",3,-113.6827732,35.97840131
"5499",2,-113.5727798,35.99487087
"5500",3,-113.4627388,36.0112386
"5501",4,-113.3526505,36.02750446
"5502",2,-113.242515,36.04366839
"5503",4,-113.1323326,36.05973031
"5504",1,-113.0221037,36.07569018
"5505",3,-112.9118284,36.09154794
"5506",5,-112.8015071,36.10730351
"5507",4,-112.6911401,36.12295686
"5508",2,-112.5807275,36.1385079
"5509",4,-112.4702696,36.15395659
"5510",3,-112.3597668,36.16930288
"5511",4,-112.2492193,36.18454669
"5512",4,-112.1386274,36.19968797
"5513",3,-112.0279913,36.21472668
"5514",2,-111.9173114,36.22966274
"5515",3,-111.8065878,36.2444961
"5516",4,-111.6958209,36.2592267
"5517",2,-111.5850109,36.2738545
"5518",3,-111.4741582,36.28837943
"5519",3,-111.363263,36.30280143
"5520",6,-111.2523255,36.31712046
"5521",3,-111.1413461,36.33133646
"5522",3,-111.030325,36.34544937
"5523",3,-110.9192626,36.35945914
"5524",1,-110.808159,36.37336571
"5525",2,-110.6970146,36.38716904
"5526",4,-110.5858297,36.40086906
"5527",3,-110.4746045,36.41446573
"5528",3,-110.3633393,36.42795899
"5529",4,-110.2520344,36.4413488
"5530",3,-110.1406901,36.45463509
"5531",3,-110.0293067,36.46781782
"5532",3,-109.9178845,36.48089693
"5533",2,-109.8064237,36.49387238
"5534",2,-109.6949246,36.50674412
"5535",4,-109.5833876,36.51951209
"5536",3,-109.4718128,36.53217624
"5581",3,-114.6923505,35.91319199
"5582",3,-114.5826763,35.93059398
"5583",3,-114.4729519,35.94789462
"5584",3,-114.3631777,35.96509386
"5585",3,-114.2533537,35.98219161
"5586",3,-114.1434804,35.99918783
"5587",5,-114.033558,36.01608245
"5588",3,-113.9235867,36.03287541
"5589",3,-113.8135668,36.04956663
"5590",4,-113.7034986,36.06615607
"5591",3,-113.5933823,36.08264366
"5592",3,-113.4832182,36.09902934
"5593",2,-113.3730065,36.11531304
"5594",4,-113.2627476,36.13149471
"5595",3,-113.1524416,36.14757429
"5596",4,-113.0420889,36.16355171
"5597",3,-112.9316897,36.17942691
"5598",4,-112.8212443,36.19519984
"5599",4,-112.710753,36.21087043
"5600",2,-112.600216,36.22643863
"5601",5,-112.4896336,36.24190438
"5602",3,-112.3790061,36.25726762
"5603",4,-112.2683337,36.27252828
"5604",4,-112.0468555,36.30274167
"5605",1,-111.9360502,36.31769428
"5606",2,-111.8252012,36.33254409
"5607",3,-111.7143086,36.34729105
"5608",4,-111.6033729,36.36193509
"5609",6,-111.4923942,36.37647616
"5610",3,-111.3813729,36.3909142
"5611",3,-111.2703092,36.40524917
"5612",3,-111.1592035,36.419481
"5613",3,-111.0480559,36.43360963
"5614",3,-110.9368668,36.44763503
"5615",4,-110.8256364,36.46155712
"5616",3,-110.714365,36.47537586
"5617",3,-110.603053,36.4890912
"5618",5,-110.4917006,36.50270307
"5619",3,-110.3803081,36.51621144
"5620",3,-110.2688757,36.52961623
"5621",5,-110.1574038,36.54291741
"5622",1,-110.0458926,36.55611492
"5623",3,-109.9343424,36.56920872
"5624",5,-109.8227536,36.58219873
"5625",2,-109.7111263,36.59508493
"5626",3,-109.5994609,36.60786725
"5627",3,-109.4877578,36.62054565
"5662",3,-114.7142254,36.0007703
"5663",3,-114.6044295,36.01819126
"5664",4,-114.4945833,36.03551079
"5665",4,-114.384687,36.0527288
"5666",2,-114.0547001,36.10377318
"5667",2,-113.9446061,36.12058454
"5668",3,-113.8344633,36.13729408
"5669",4,-113.7242721,36.15390173
"5670",2,-113.6140325,36.17040743
"5671",3,-113.503745,36.18681113
"5672",3,-113.3934098,36.20311275
"5673",1,-113.2830271,36.21931224
"5674",2,-113.1725973,36.23540954
"5675",2,-113.0621206,36.25140458
"5676",3,-112.9515972,36.26729731
"5677",3,-112.8410275,36.28308767
"5678",3,-112.7304116,36.29877559
"5679",3,-112.6197499,36.31436101
"5680",1,-112.5090427,36.32984389
"5681",3,-112.3982902,36.34522415
"5682",3,-112.2874927,36.36050174
"5683",2,-112.0657637,36.39074868
"5684",5,-111.9548328,36.40571791
"5685",3,-111.843858,36.42058424
"5686",3,-111.7328396,36.43534761
"5687",3,-111.6217778,36.45000796
"5688",3,-111.5106729,36.46456524
"5689",3,-111.3995253,36.4790194
"5690",4,-111.2883351,36.49337037
"5691",3,-111.1771026,36.5076181
"5692",3,-111.0658283,36.52176253
"5693",2,-110.9545122,36.53580362
"5694",3,-110.8431547,36.5497413
"5695",3,-110.7317562,36.56357552
"5696",3,-110.6203168,36.57730623
"5697",3,-110.5088369,36.59093338
"5698",4,-110.3973167,36.60445691
"5699",2,-110.2857565,36.61787676
"5700",4,-110.1741567,36.6311929
"5701",3,-110.0625174,36.64440525
"5702",3,-109.950839,36.65751378
"5703",2,-109.8391218,36.67051843
"5704",1,-109.7273661,36.68341915
"5705",4,-109.6155722,36.69621589
"5706",1,-109.5037402,36.7089086
"5732",4,-114.736151,36.08833897
"5733",3,-114.6262331,36.10577899
"5734",3,-114.5162647,36.12311747
"5735",2,-114.4062461,36.14035436
"5736",5,-113.9656743,36.2082846
"5737",3,-113.8554084,36.22501252
"5738",3,-113.7450938,36.24163846
"5739",3,-113.6347307,36.25816235
"5740",3,-113.5243196,36.27458414
"5741",3,-113.4138606,36.29090376
"5742",3,-113.3033539,36.30712115
"5743",3,-113.1927999,36.32323624
"5744",3,-113.0821989,36.33924899
"5745",4,-112.9715511,36.35515932
"5746",7,-112.8608567,36.37096717
"5747",3,-112.7501161,36.3866725
"5748",3,-112.6393294,36.40227522
"5749",3,-112.5284971,36.4177753
"5750",4,-112.4176193,36.43317266
"5751",0,-112.0847161,36.47874788
"5752",3,-111.9736594,36.4937338
"5753",3,-111.8625585,36.50861672
"5754",3,-111.7514139,36.52339658
"5755",4,-111.6402258,36.53807331
"5756",5,-111.5289944,36.55264688
"5757",6,-111.4177201,36.56711721
"5758",2,-111.3064031,36.58148425
"5759",3,-111.1950438,36.59574795
"5760",2,-111.0836423,36.60990825
"5761",3,-110.972199,36.62396509
"5762",3,-110.8607142,36.63791843
"5763",3,-110.7491882,36.6517682
"5764",3,-110.6376211,36.66551436
"5765",4,-110.5260134,36.67915684
"5766",3,-110.4143652,36.6926956
"5767",1,-110.302677,36.70613058
"5768",3,-110.1909489,36.71946173
"5769",4,-110.0791813,36.73268899
"5770",4,-109.9673745,36.74581233
"5771",3,-109.8555287,36.75883167
"5772",3,-109.7436442,36.77174698
"5773",4,-109.6317213,36.7845582
"5774",3,-109.5197604,36.79726527
"5775",3,-109.4077616,36.80986816
"5792",3,-113.9867914,36.29597575
"5793",3,-113.8764021,36.31272214
"5794",2,-113.7659639,36.32936644
"5795",3,-113.6554771,36.3459086
"5796",3,-113.544942,36.36234856
"5797",4,-113.4343589,36.37868625
"5798",4,-113.323728,36.39492162
"5799",4,-113.2130496,36.41105459
"5800",5,-113.102324,36.42708511
"5801",2,-112.9915514,36.44301311
"5802",5,-112.8807322,36.45883854
"5803",5,-112.7698665,36.47456134
"5804",3,-112.6589546,36.49018144
"5805",5,-112.5479969,36.50569879
"5806",2,-112.4369936,36.52111333
"5807",5,-112.325945,36.53642499
"5808",3,-112.1037129,36.56673945
"5809",3,-111.99253,36.58174214
"5810",3,-111.8813028,36.59664172
"5811",3,-111.7700317,36.61143813
"5812",3,-111.658717,36.62613133
"5813",4,-111.5473589,36.64072124
"5814",3,-111.4359576,36.65520782
"5815",3,-111.3245136,36.669591
"5816",5,-111.213027,36.68387074
"5817",6,-111.1014982,36.69804697
"5818",2,-110.9899274,36.71211964
"5819",3,-110.878315,36.7260887
"5820",3,-110.7666611,36.73995409
"5821",3,-110.6549661,36.75371575
"5822",5,-110.5432303,36.76737364
"5823",4,-110.4314539,36.78092769
"5824",4,-110.3196373,36.79437786
"5825",2,-110.2077808,36.8077241
"5826",3,-110.0958845,36.82096634
"5827",1,-109.9839489,36.83410453
"5828",3,-109.8719742,36.84713864
"5829",3,-109.7599606,36.86006859
"5830",4,-109.6479086,36.87289435
"5831",3,-109.5358183,36.88561586
"5832",3,-109.4236901,36.89823307
"5841",3,-114.0079577,36.38365818
"5842",3,-113.8974446,36.40042311
"5843",3,-113.7868826,36.41708586
"5844",2,-113.6762718,36.43364637
"5845",1,-113.5656125,36.45010457
"5846",3,-113.454905,36.46646041
"5847",2,-113.3441496,36.48271383
"5848",3,-113.2333466,36.49886475
"5849",2,-113.1224961,36.51491312
"5850",4,-113.0115985,36.53085888
"5851",3,-112.9006541,36.54670196
"5852",5,-112.789663,36.56244231
"5853",3,-112.6786257,36.57807986
"5854",3,-112.5675424,36.59361455
"5855",3,-112.4564132,36.60904633
"5856",3,-112.3452387,36.62437514
"5857",3,-112.2340189,36.63960091
"5858",1,-112.1227541,36.65472358
"5859",3,-112.0114448,36.66974311
"5860",3,-111.900091,36.68465942
"5861",3,-111.7886932,36.69947246
"5862",4,-111.6772516,36.71418218
"5863",4,-111.5657664,36.72878852
"5864",5,-111.454238,36.74329141
"5865",3,-111.3426666,36.75769081
"5866",4,-111.2310525,36.77198665
"5867",2,-111.1193961,36.78617888
"5868",2,-111.0076975,36.80026745
"5869",4,-110.8959571,36.8142523
"5870",4,-110.7841751,36.82813337
"5871",4,-110.6723519,36.84191061
"5872",3,-110.5604877,36.85558397
"5873",3,-110.4485829,36.86915339
"5874",5,-110.3366376,36.88261881
"5875",3,-110.2246523,36.89598019
"5876",3,-110.1126271,36.90923747
"5877",3,-110.0005624,36.9223906
"5878",5,-109.8884584,36.93543952
"5879",3,-109.7763156,36.94838419
"5880",3,-109.664134,36.96122455
"5881",4,-109.5519141,36.97396056
"5882",4,-109.4396562,36.98659215
"5884",2,-114.0291731,36.47133206
"5885",4,-113.9185362,36.48811561
"5886",3,-113.80785,36.50479688
"5887",3,-113.6971149,36.52137582
"5888",3,-113.5863312,36.53785235
"5889",5,-113.4754991,36.55422642
"5890",3,-113.3646189,36.57049796
"5891",3,-113.2536909,36.58666691
"5892",3,-113.1427153,36.60273321
"5893",4,-113.0316924,36.61869679
"5894",4,-112.9206225,36.6345576
"5895",3,-112.8095059,36.65031557
"5896",3,-112.6983428,36.66597065
"5897",3,-112.5871335,36.68152277
"5898",3,-112.4758783,36.69697187
"5899",3,-112.3645775,36.71231789
"5900",2,-112.14184,36.74270046
"5901",4,-112.0304039,36.75773689
"5902",4,-111.9189233,36.77267001
"5903",5,-111.8073985,36.78749976
"5904",4,-111.6958297,36.80222607
"5905",3,-111.5842172,36.8168489
"5906",6,-111.4725613,36.83136818
"5907",3,-111.3608623,36.84578386
"5908",6,-111.2491204,36.86009588
"5909",4,-111.137336,36.87430418
"5910",3,-111.0255094,36.88840871
"5911",3,-110.9136408,36.90240942
"5912",3,-110.8017304,36.91630624
"5913",3,-110.6897787,36.93009912
"5914",4,-110.5777859,36.94378802
"5915",4,-110.4657522,36.95737286
"5916",4,-110.353678,36.97085361
"5917",3,-110.2415636,36.9842302
"5918",3,-110.1294092,36.99750258
"5919",4,-113.9396769,36.57579983
"5920",3,-113.8288663,36.5924997
"5921",5,-113.7180067,36.60909714
"5922",3,-113.6070982,36.62559208
"5923",3,-113.4961413,36.64198445
"5924",2,-113.385136,36.6582742
"5925",3,-113.2740828,36.67446125
"5926",4,-113.1629818,36.69054555
"5927",3,-113.0518334,36.70652704
"5928",2,-112.9406378,36.72240565
"5929",6,-112.8293953,36.73818133
"5930",2,-112.7181061,36.753854
"5931",3,-112.6067706,36.76942362
"5932",3,-112.4953891,36.78489011
"5933",3,-112.3839617,36.80025343
"5934",2,-112.2724888,36.8155135
"5935",4,-112.1609707,36.83067027
"5936",3,-112.0494076,36.84572368
"5937",4,-111.9377999,36.86067368
"5938",3,-111.8261477,36.8755202
"5939",3,-111.7144515,36.89026318
"5940",4,-111.6027114,36.90490257
"5941",4,-111.4909277,36.91943831
"5942",4,-111.3791008,36.93387034
"5943",3,-111.2672309,36.9481986
"5944",3,-111.1553183,36.96242305
"5945",4,-111.0433633,36.97654361
"5946",5,-110.9313661,36.99056024
"5947",3,-113.960867,36.66347593
"5948",4,-113.8499317,36.68019449
"5949",4,-113.7389473,36.69681051
"5950",4,-113.6279138,36.71332394
"5951",3,-113.5168317,36.72973469
"5952",5,-113.4057011,36.74604272
"5953",4,-113.2945224,36.76224796
"5954",3,-113.1832957,36.77835034
"5955",5,-113.0720215,36.79434981
"5956",4,-112.9606999,36.8102463
"5957",3,-112.8493312,36.82603975
"5958",3,-112.7379158,36.8417301
"5959",3,-112.6264538,36.85731729
"5960",3,-112.5149456,36.87280125
"5961",4,-112.4033914,36.88818193
"5962",4,-112.2917916,36.90345927
"5963",4,-112.1801464,36.9186332
"5964",4,-112.068456,36.93370367
"5965",3,-111.9567208,36.94867061
"5966",3,-111.8449411,36.96353397
"5967",3,-111.7331171,36.9782937
"5968",2,-111.6212491,36.99294972
"5969",3,-113.9821065,36.75114412
"5970",4,-113.8710464,36.76788144
"5971",2,-113.7599369,36.78451612
"5972",4,-113.6487782,36.8010481
"5973",5,-113.5375706,36.81747732
"5974",4,-113.4263144,36.83380371
"5975",5,-113.3150099,36.85002721
"5976",3,-113.2036573,36.86614775
"5977",3,-113.0922569,36.88216528
"5978",3,-112.9808091,36.89807973
"5979",5,-112.869314,36.91389103
"5980",3,-112.7577719,36.92959913
"5981",3,-112.6461832,36.94520396
"5982",3,-112.5345481,36.96070547
"5983",3,-112.4228668,36.97610359
"5984",4,-112.3111398,36.99139826
"5985",3,-114.0033958,36.83880456
"5986",5,-113.8922105,36.85556072
"5987",5,-113.7809756,36.87221414
"5988",5,-113.6696913,36.88876477
"5989",3,-113.558358,36.90521253
"5990",4,-113.446976,36.92155736
"5991",5,-113.3355454,36.9377992
"5992",4,-113.2240666,36.95393798
"5993",4,-113.1125399,36.96997364
"5994",3,-113.0009655,36.98590611
"5995",4,-114.024735,36.92645743
"5996",3,-113.9134242,36.94323252
"5997",3,-113.8020636,36.95990476
"5998",3,-113.6906536,36.97647411
"5999",4,-113.5791943,36.99294049
